"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-annotations-2.8.0.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-annotations-2.8.0.jar,"Core annotations used for value types, used by Jackson data binding package.",http://www.apache.org/licenses/LICENSE-2.0.txt,288e6537849f0c63e76409b515c4fbe4,45b426f7796b741035581a176744d91090e2e6fb,pkg:maven/com.fasterxml.jackson.core/jackson-annotations@2.8.0,cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.0:*:*:*:*:*:*:*,CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,39
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-core-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-core-2.8.10.jar,"Core Jackson abstractions, basic JSON streaming API implementation",http://www.apache.org/licenses/LICENSE-2.0.txt,de528504165730b13b66f461a85b341e,eb21a035c66ad307e66ec8fce37f5d50fd62d039,pkg:maven/com.fasterxml.jackson.core/jackson-core@2.8.10,cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*,CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,45
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2017-17485,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind through 2.8.10 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the Spring libraries are available in the classpath.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-11307,CWE-502 Deserialization of Untrusted Data,"An issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.5. Use of Jackson default typing along with a gadget class from iBatis allows exfiltration of content. Fixed in 2.7.9.4, 2.8.11.2, and 2.9.6.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-12022,CWE-502 Deserialization of Untrusted Data,"An issue was discovered in FasterXML jackson-databind prior to 2.7.9.4, 2.8.11.2, and 2.9.6. When Default Typing is enabled (either globally or for a specific property), the service has the Jodd-db jar (for database access for the Jodd framework) in the classpath, and an attacker can provide an LDAP service to access, it is possible to make the service execute a malicious payload.",NVD,MEDIUM,5.1,/AV:N/AC:H/Au:N/C:P/I:P/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-12023,CWE-502 Deserialization of Untrusted Data,"An issue was discovered in FasterXML jackson-databind prior to 2.7.9.4, 2.8.11.2, and 2.9.6. When Default Typing is enabled (either globally or for a specific property), the service has the Oracle JDBC jar in the classpath, and an attacker can provide an LDAP service to access, it is possible to make the service execute a malicious payload.",NVD,MEDIUM,5.1,/AV:N/AC:H/Au:N/C:P/I:P/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-14718,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to execute arbitrary code by leveraging failure to block the slf4j-ext class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-14719,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to execute arbitrary code by leveraging failure to block the blaze-ds-opt and blaze-ds-core classes from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-14720,"CWE-611 Improper Restriction of XML External Entity Reference ('XXE'), CWE-502 Deserialization of Untrusted Data",FasterXML jackson-databind 2.x before 2.9.7 might allow attackers to conduct external XML entity (XXE) attacks by leveraging failure to block unspecified JDK classes from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-14721,CWE-918 Server-Side Request Forgery (SSRF),FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to conduct server-side request forgery (SSRF) attacks by leveraging failure to block the axis2-jaxws class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,10.0,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-19360,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the axis2-transport-jms class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-19361,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the openjpa class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-19362,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the jboss-common-core class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-5968,"CWE-502 Deserialization of Untrusted Data, CWE-184 Incomplete Blacklist",FasterXML jackson-databind through 2.8.11 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 and CVE-2017-17485 deserialization flaws. This is exploitable via two different gadgets that bypass a blacklist.,NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2018-7489,"CWE-502 Deserialization of Untrusted Data, CWE-184 Incomplete Blacklist","FasterXML jackson-databind before 2.7.9.3, 2.8.x before 2.8.11.1 and 2.9.x before 2.9.5 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the c3p0 libraries are available in the classpath.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-12086,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint, the service has the mysql-connector-java jar (8.0.14 or earlier) in the classpath, and an attacker can host a crafted MySQL server reachable by the victim, an attacker can send a crafted JSON message that allows them to read arbitrary local files on the server. This occurs because of missing com.mysql.cj.jdbc.admin.MiniAdmin validation.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-12384,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.9.1 might allow attackers to have a variety of impacts by leveraging failure to block the logback-core class from polymorphic deserialization. Depending on the classpath content, remote code execution may be possible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-12814,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x through 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has JDOM 1.x or 2.x jar in the classpath, an attacker can send a specifically crafted JSON message that allows them to read arbitrary local files on the server.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-14379,CWE-915 Improperly Controlled Modification of Dynamically-Determined Object Attributes,"SubTypeValidator.java in FasterXML jackson-databind before 2.9.9.2 mishandles default typing when ehcache is used (because of net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup), leading to remote code execution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-14439,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9.2. This occurs when Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the logback jar in the classpath.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,41
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: jackson-databind-2.8.10.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.8.10.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,a3562f755da926bdae53d13c4f7687e9,f7b83cb2bc4b88d53961e749e1ad32f49ef017b7,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.10,"cpe:2.3:a:fasterxml:jackson-databind:2.8.10:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.10:*:*:*:*:*:*:*",CVE-2019-14540,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,41
